brand,categories,features.value,manufacturer,name
Orgran,Grocery & Gourmet Food,"Potato Starch, Tapioca Flour, Vegetable Gum",,OrgraN No Egg Natural Egg Replacer
Momma's Rainbow Candy,Grocery & Gourmet Food,"Sugar, Corn-syrup, Partially hydrogenated soybean oil, artificial flavor, and my contain one or several of the following artificial colors FD&C Red 40, Yellow 5, Blue 1.",,Momma's Rainbow Candy Blue Rose Lollipops (20 Count)
Hot Tamales,Grocery & Gourmet Food,"Sugar, Corn Syrup, Modified Food Starch, Contains Less Than 0.5% of the following: Artificial Flavors, Dextrin, Confections Glaze, Artificial Color, Medium Chain Triglycerides, Carnauba Wax, Fruit Juice from Concentrate (Pear, Orange, Strawberry, Cherry, Lime, Lemon), Sodium Citrate, Pectin, Citric Acid, Malic Acid, Fumaric Acid, Red #40, Yellow #5 (Tratrazine), Yellow #6, Red #3, Blue #1. Gluten Free.",,Hot Tamales Supersized Theatre Box
Nature's Path,Grocery & Gourmet Food,"Organic wheat bran, organic oat fiber, organic evaporated cane juice, organic psyllium seed husk, organic barley malt extract, organic oat bran, organic whole oat flour, sea salt.",,Nature's Path Organic Cereal
Air Heads,Grocery & Gourmet Food,"Ingredients Sugar, Glucose Syrup, High Fructose Corn Syrup, Corn Starch, Food Starch Modified (Corn), Food Starch Modified (Potato), Contains less than 2 of Citric Acid, Malic Acid, Artificial Flavor, Color (Titanium Dioxide), Salt, Hydrogenated Palm Oil, Yellow 5, Blue 1, Red 40, Yellow 6. Contains wheat.,Ingredients Sugar,Glucose Syrup,High Fructose Corn Syrup,Corn Starch,Food Starch Modified (Corn),Food Starch Modified (Potato),Contains less than 2 of Citric Acid,Malic Acid,Artificial Flavor,Color (Titanium Dioxide),Salt,Hydrogenated Palm Oil,Yellow 5,Blue 1,Red 40,Yellow 6. Contains wheat.",,"Airheads Xtremes Bites Rainbow Berry, 2 OZ"
Newmans Own Organics,Grocery & Gourmet Food,"Ingredients Organic Barley Flour, Organic Sugar, Organic Figs, Corn Syrup, Organic Corn Flour, Organic Brown Rice Flour, Water, Organic Palm Fruit Oil, Glycerine, Natural Flavors, Leavening (Sodium Bicarbonate, Monocalcium Phosphate), Xanthan Gum, Salt, Soy Lecithin (an emulsifier).Nutrition FactsServing Size 2 CookiesServings Per Container 9NutrientAmount per Serving Daily ValueCalories Total110160Calories from Fat15160Total Fat1.5g2Sodium140mg6Total Carbohydrate23g8Dietary fiber2g9Sugars12g160Protein1g160Calcium1602Iron1602,Ingredients Organic Barley Flour,Organic Sugar,Organic Figs,Corn Syrup,Organic Corn Flour,Organic Brown Rice Flour,Water,Organic Palm Fruit Oil,Glycerine,Natural Flavors,Leavening (Sodium Bicarbonate, Monocalcium Phosphate),Xanthan Gum,Salt,Soy Lecithin (an emulsifier),.Nutrition FactsServing Size 2 CookiesServings Per Container 9NutrientAmount per Serving Daily ValueCalories Total110160Calories from Fat15160Total Fat1.5g2Sodium140mg6Total Carbohydrate23g8Dietary fiber2g9Sugars12g160Protein1g160Calcium1602Iron1602",,"Newmans Own Organics Fig Newmans Fruit Filled Cookies Wheat and Dairy-Free, 6 Packs of 10 OZ"
Eden Foods,Grocery & Gourmet Food,"Ingredients Organic Pistachios (Pistacia vera), Sea Salt. Percent Daily Values are based on a 2000 calorie diet.Nutrition FactsServing Size 1 PackageServings Per Container NutrientAmount per Serving Daily ValueCalories160160Calories from Fat100160Total Fat12g18Saturated Fat1.5g8Trans Fat0g160Cholesterol0mg0Sodium60mg3Potassium120mg3Total Carbohydrate7g2Dietary Fiber3g12Sugars1g160Protein6g12Vitamin A1602Vitamin C1600Calcium1602Iron1606,Ingredients Organic Pistachios (Pistacia vera),Sea Salt. Percent Daily Values are based on a 2000 calorie diet.Nutrition FactsServing Size 1 PackageServings Per Container NutrientAmount per Serving Daily ValueCalories160160Calories from Fat100160Total Fat12g18Saturated Fat1.5g8Trans Fat0g160Cholesterol0mg0Sodium60mg3Potassium120mg3Total Carbohydrate7g2Dietary Fiber3g12Sugars1g160Protein6g12Vitamin A1602Vitamin C1600Calcium1602Iron1606",,"Eden Foods Organic Pocket Snacks Pistachios Shelled and Dry Roasted, 12 OZ"
Nabisco,Grocery & Gourmet Food,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR NIACIN REDUCED IRON THIAMINE MONONITRATE,UNBLEACHED ENRICHED FLOUR",,Nabisco Nutter Butter Bites Big Bag
Black Label Gourmet,Grocery & Gourmet Food,"Organic seaweed (Korea), sun dried sea salt (Korea), organic olive oil (Greece/Spain/Tunisia),Organic seaweed (Korea),sun dried sea salt (Korea),organic olive oil (Greece/Spain/Tunisia)",,Black Label Organic Roasted Seaweed
Swedish Fish,Grocery & Gourmet Food,"Sugar, Invert Sugar, Corn Syrup, Modified Corn Starch, Citric Acid, White Mineral Oil, Artificial Flavors, Red 40 and Carnauba Wax.,Sugar,Invert Sugar,Corn Syrup,Modified Corn Starch,Citric Acid,White Mineral Oil,Artificial Flavors,Red 40 and Carnauba Wax.",,Swedish Fish Soft & Chewy Candy
Earth's Best,Grocery & Gourmet Food,"WATER, ORGANIC BANANAS, ORGANIC BLUEBERRY PUREE, ORGANIC GROUND FLAXSEED, ORGANIC WHOLE GRAIN BARLEY FLOUR, ORGANIC RAISINS, ORGANIC OAT FIBER, ORGANIC WHOLE GRAIN OATS, ORGANIC WHOLE GRAIN QUINOA FLOUR, CITRIC ACID.,WATER,ORGANIC BANANAS,ORGANIC BLUEBERRY PUREE,ORGANIC GROUND FLAXSEED,ORGANIC WHOLE GRAIN BARLEY FLOUR,ORGANIC RAISINS,ORGANIC OAT FIBER,ORGANIC WHOLE GRAIN OATS,ORGANIC WHOLE GRAIN QUINOA FLOUR,CITRIC ACID.",,Earth's Best Organic Stage 2
Gold Emblem Abound,Grocery & Gourmet Food,"rain Granola Cereal (whole Rolled Oats Multigrain Blend,rain Granola Cereal",,CVS Gold Emblem Abound Chocolate Chunk Chia Snack Bars
La Victoria,Grocery & Gourmet Food,"Ingredients Tomato Puree (Tomato Paste, Water), Red California Chiles, Onions, Distilled Vinegar, Salt, Jalapeno Peppers, Modified Food Starch, Garlic and Sodium Benzoate (0.1 as a preservative). Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs.Nutrition FactsServing Size 1oz (16g)Servings Per Container 21NutrientAmount per Serving Daily ValueCalories5160Calories from Fat0160Total Fat0g0Sat. Fat0g0Trans Fat0g160Cholesterol0mg0Sodium110mg5Potassium0mg0Total Carb.1g0Dietary Fiber0g0Sugars1g160Protein0g0Vitamin A1600Vitamin C1602Calcium1600Iron1602,Ingredients Tomato Puree (Tomato Paste, Water),Red California Chiles,Onions,Distilled Vinegar,Salt,Jalapeno Peppers,Modified Food Starch,Garlic and Sodium Benzoate (0.1 as a preservative),. Percent Daily Values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs.Nutrition FactsServing Size 1oz (16g),Servings Per Container 21NutrientAmount per Serving Daily ValueCalories5160Calories from Fat0160Total Fat0g0Sat. Fat0g0Trans Fat0g160Cholesterol0mg0Sodium110mg5Potassium0mg0Total Carb.1g0Dietary Fiber0g0Sugars1g160Protein0g0Vitamin A1600Vitamin C1602Calcium1600Iron1602",,"La Victoria Red Taco Sauce Mild 15 OZ, 12CT"
Dole,"Grocery & Gourmet Food,Beverages","Ingredients Pineapple, Sugar, Water, Citric Acid. Percent Daily Values are based on a 2,000 calorie diet. Nutrition FactsServing Size 1,Ingredients Pineapple,Sugar,Water,Citric Acid. Percent Daily Values are based on a 2,000 calorie diet. Nutrition FactsServing Size 1",,"Dole Crushed Pineapple in Heavy Syrup, 12 Packs of 20 OZ (Total 240 OZ)"
Progresso,"Grocery & Gourmet Food,Beverages","Ingredients Tomato Puree (water, tomato paste), Water, Tomatoes, Rotini Pasta (wheat flour, semolina wheat, egg white), Sugar. Contains less than 2 of Corn Syrup Solids, Salt, Wheat Flour Bleached, Modified Food Starch, Potassium Chloride, Olive Oil, Parsley, Maltodextrin, Garlic Powder, Spices, Citric Acid, Calcium Chloride, Ascorbic Acid, Onion Powder, Extractives of Turmeric, Natural Flavor. Dried.Nutrition FactsServing Size Servings Per Container NutrientAmount per Serving Daily ValueCalories130160Calories from Fat5160Fat0.5g1Saturated Fat0g0Trans Fat0g160Polyunsaturated Fat0g160Monounsaturated Fat0g160Cholesterol0mg0Sodium690mg29Potassium160160Total Carbohydrate28g9Dietary Fiber4g16Sugars18g160Protein4g160Vitamin A16015Vitamin C1604Calcium1602Iron1606,Ingredients Tomato Puree (water, tomato paste),Water,Tomatoes,Rotini Pasta (wheat flour, semolina wheat, egg white),Sugar. Contains less than 2 of Corn Syrup Solids,Salt,Wheat Flour Bleached,Modified Food Starch,Potassium Chloride,Olive Oil,Parsley,Maltodextrin,Garlic Powder,Spices,Citric Acid,Calcium Chloride,Ascorbic Acid,Onion Powder,Extractives of Turmeric,Natural Flavor. Dried.Nutrition FactsServing Size Servings Per Container NutrientAmount per Serving Daily ValueCalories130160Calories from Fat5160Fat0.5g1Saturated Fat0g0Trans Fat0g160Polyunsaturated Fat0g160Monounsaturated Fat0g160Cholesterol0mg0Sodium690mg29Potassium160160Total Carbohydrate28g9Dietary Fiber4g16Sugars18g160Protein4g160Vitamin A16015Vitamin C1604Calcium1602Iron1606",,"Progresso Vegetable Classics Tomato Rotini, 12 Packs of 19 OZ (Total 228 OZ)"
Quaker,"Grocery & Gourmet Food,Beverages","Ingredients Granola (whole Grain Rolled Oats Whole Grain Rolled Wheat Brown Sugar Sunflower Oil Invert Sugar Dried Coconut Honey Sodium Bicarbonate Natural Flavor Whey And Whey Protein Concentrate), Yogurt Flavored Coating (sugar Palm Kernel And Palm Oil Whey Protein Concentrate Dried Yogurt,Ingredients Granola (whole Grain Rolled Oats Whole Grain Rolled Wheat Brown Sugar Sunflower Oil Invert Sugar Dried Coconut Honey Sodium Bicarbonate Natural Flavor Whey And Whey Protein Concentrate),Yogurt Flavored Coating",,Quaker Chewy Yogurt Strawberry Bar
Olde Cape Cod,"Grocery & Gourmet Food,Beverages","Ingredients Water, Red Wine Vinegar, Sugar, Cider Vinegar, Soy Sauce (Water, Soybeans, Wheat, Salt, Caramel Color), Honey, Sesame Seeds, Garlic, Miso Powder (Fermented Soybeans with Salt), Salt, Xanthan Gum, Spice, Vitamin E.Nutrition FactsServing Size 2 Tbsp (30g)Servings Per Container 8NutrientAmount per Serving Daily ValueCalories40160Sodium240mg10Total Carbohydrate9g3Sugars8g160,Ingredients Water,Red Wine Vinegar,Sugar,Cider Vinegar,Soy Sauce (Water, Soybeans, Wheat, Salt, Caramel Color),Honey,Sesame Seeds,Garlic,Miso Powder (Fermented Soybeans with Salt),Salt,Xanthan Gum,Spice,Vitamin E.Nutrition FactsServing Size 2 Tbsp (30g),Servings Per Container 8NutrientAmount per Serving Daily ValueCalories40160Sodium240mg10Total Carbohydrate9g3Sugars8g160",,"Olde Cape Cod Dressing Fat-Free Vinaigrette Marinade Toasted Sesame Soy Ginger 8 OZ, 12CT"
BoboS Oat Bars,"Grocery & Gourmet Food,Beverages","Ingredients Organic Rolled Oats, Brown Rice Syrup (Brown Rice, Filtered Water), Earth Balance,Ingredients Organic Rolled Oats,Brown Rice Syrup (Brown Rice, Filtered Water),Earth Balance",,"BoboS Oat Bars All Natural Oat Bars Almond 3 OZ, 12CT"
Back To Nature,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Energy Drinks,grocery","Ingredients Organic Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate,Ingredients Organic Unbleached Enriched Flour",,"Back To Nature Organic Crackers Classic Saltine 8 OZ, 6 Packs"
CVS Gold Emblem,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Energy Drinks,grocery","Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm and,Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid),Sugar,Palm and",,Gold Emblem Absolutely Divine Strawberry Creme Shortbread Cookies
Keebler,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Juices,Fruit Juice,Food,Grocery","Ingredients Rice Krispie Treats Toasted Rice Cereal (Rice, Sugar, Salt, Malt Flavoring, Niacinamide, Reduced Iron, Riboflavin, Folic), Marshmallow (Corn Syrup, Sugar, Gelatin, Natural And Artificial Flavor), Fructose, Margarine (Vegetable Oil (Soybean And Palm Oil W,Ingredients Rice Krispie Treats Toasted Rice Cereal (Rice, Sugar, Salt, Malt Flavoring, Niacinamide, Reduced Iron, Riboflavin, Folic),Marshmallow (Corn Syrup, Sugar, Gelatin, Natural And Artificial Flavor),Fructose,Margarine",,"Keebler Cook/Cracker Variety Pack, 36CT"
CVS Gold Emblem,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Juices,Fruit Juice,Food,Juice,Grocery","Almonds, Sugar, Peanut and,Almonds,Sugar,Peanut and",,CVS Gold Emblem Honey Roasted Almonds
Langnese,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Juices,Fruit Juice,Grocery","Nutrition FactsServing Size 1 Tbsp (21g)Servings Per Container NutrientAmount per Serving Daily ValueCalories70160Total Carbohydrates17g6Sugar17g160,Nutrition FactsServing Size 1 Tbsp (21g),Servings Per Container NutrientAmount per Serving Daily ValueCalories70160Total Carbohydrates17g6Sugar17g160",,"Langnese Honey Finest Acacia Blossom 13.1 OZ, 5CT"
Poptarts,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Juices,Fruit Juice,grocery","Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate,Enriched Flour",,Pop-Tarts Toaster Pastries Frosted Blueberry
CVS Gold Emblem,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Juices,Fruit Juice,Products,Grocery","Peanuts, Almonds, Cashews, Pecans, Sugar, Peanut and,Peanuts,Almonds,Cashews,Pecans,Sugar,Peanut and",,CVS Gold Emblem Mixed Nuts Honey Roasted
Dole,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Soft Drinks,Food & Grocery,Soda Pop,Food,Grocery","Fruit (Peaches, Pineapple, Apples, Cherries,Fruit",,Dole Fruit Bowls Cherry Mixed Fruit 4-4 Oz Cups
Famous Amos,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Soft Drinks,Food,Chocolate, Sweets,Grocery","Ingredients Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate,Ingredients Enriched Flour",,"Famous Amos Chocolate Chip Cookies, 30CT"
Gold Emblem Abound,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Soft Drinks,Food,Grocery",Almonds.,,CVS Gold Emblem Abound Raw Natural Almonds
CVS Gold Emblem,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Soft Drinks,Food,Grocery","Almonds, Peanut Oil and,Almonds,Peanut Oil and",,CVS Gold Emblem Roasted Salted Almonds
Gold Emblem,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Soft Drinks,Food,Grocery","Ingredients Roasted Peanuts, Sugar, Hydrogenated Vegetable Oils (Rapeseed Cottonseed Soybean), Salt, Molasses, Contains Peanuts.Nutrition FactsServing Size 2 TbspServings Per Container NutrientAmount per Serving Daily ValueCalories180160Saturated Fat2.5g12Sodium140mg6Sugars3g160Protein7g160,Ingredients Roasted Peanuts,Sugar,Hydrogenated Vegetable Oils (Rapeseed Cottonseed Soybean),Salt,Molasses,Contains Peanuts.Nutrition FactsServing Size 2 TbspServings Per Container NutrientAmount per Serving Daily ValueCalories180160Saturated Fat2.5g12Sodium140mg6Sugars3g160Protein7g160",,"Gold Emblem Creamy Peanut Butter, 18 OZ"
Vlasic,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Soft Drinks,Food,Grocery","Cucumbers, Water, Distilled Vinegar, Salt, Calcium Chloride, Sodium Benzoate (Preservatives), Polysorbate 80, Natural Flavor, Yellow 5.,Cucumbers,Water,Distilled Vinegar,Salt,Calcium Chloride,Sodium Benzoate (Preservatives),Polysorbate 80,Natural Flavor,Yellow 5.",,Vlasic Kosher Dill Pickles
CVS Gold Emblem,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Sports Drinks,grocery","SUNFLOWER SEEDS,PEANUTS,RAISINS,CASHEWS,ALMONDS,PEPITAS,DRIED CRANBERRIES (CRANBERRIES SUGAR SUNFLOWER OIL),PEANUT OIL AND,SUNFLOWER SEEDS,PEANUTS,RAISINS,CASHEWS,ALMONDS,PEPITAS,DRIED CRANBERRIES (CRANBERRIES SUGAR SUNFLOWER OIL),PEANUT OIL AND",,CVS Gold Emblem Mountain Blend Trail Mix
Starburst,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Sports Drinks,Grocery,Bike Bags","Corn Syrup, Sugar, Apple Juice From Concentrate, Gelatin, Food Starch-Modified, Citric Acid, Less Than 1.5 - Pectin, Natural And Artificial Flavors, Coloring (Red 40, Yellow 5). Gluten-Free.,Corn Syrup,Sugar,Apple Juice From Concentrate,Gelatin,Food Starch-Modified,Citric Acid,Less Than 1.5 - Pectin,Natural And Artificial Flavors,Coloring (Red 40, Yellow 5),. Gluten-Free.",,"Starburst Original GummiBurst Candy Bag, 6 OZ"
Quaker,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Sports Drinks,Health,Active Nutrition,Energy & Endurance,Food,grocery","Chocolate Chip Granola (Whole Grain Rolled Oats, Whole Grain Rolled Wheat, Brown Sugar, Partially Hydrogenated Soybean and Cottonseed Oils with TBHQ and Citric Acid Added to Preserve Freshness and,Chocolate Chip Granola",,Quaker Chewy Granola Bars Variety Pack
CVS Gold Emblem,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Sports Drinks,Water,Grocery","Corn Syrup, High Fructose Corn Syrup, Water, Contains Less than 2 of Natural and Artificial Flavors, Cellulose Gum, Salt, Caramel Color, Malic Acid, Sodium Benzoate and Sorbic Acid (Preservatives), Sodium Hexametaphosphate.,Corn Syrup,High Fructose Corn Syrup,Water,Contains Less than 2 of Natural and Artificial Flavors,Cellulose Gum,Salt,Caramel Color,Malic Acid,Sodium Benzoate and Sorbic Acid (Preservatives),Sodium Hexametaphosphate.",,"Gold Emblem Original Syrup, 12 OZ"
Air Heads,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Water,Food,Food & Grocery,Water, Carbonated","SUGAR,CORN SYRUP,MALTODEXTRIN,DEXTROSE,MODIFIED FOOD STARCH (CORN),PARTIALLY HYDROGENATED SOYBEAN OIL,CONTAINS LESS THAN 2 OF CITRIC ACID,CONTAINS LESS THAN 2 OF WATER,CONTAINS LESS THAN 2 OF ARTIFICIAL FLAVORS,CONTAINS LESS THAN 2 OF ARTIFICIAL COLORS,CONTAINS LESS THAN 2 OF RED 40,CONTAINS LESS THAN 2 OF BLUE 1,CONTAINS LESS THAN 2 OF YELLOW 6,CONTAINS LESS THAN 2 OF YELLOW 5,SUGAR,CORN SYRUP,MALTODEXTRIN,DEXTROSE,MODIFIED FOOD STARCH (CORN),PARTIALLY HYDROGENATED SOYBEAN OIL,CONTAINS LESS THAN 2 OF CITRIC ACID,CONTAINS LESS THAN 2 OF WATER,CONTAINS LESS THAN 2 OF ARTIFICIAL FLAVORS,CONTAINS LESS THAN 2 OF ARTIFICIAL COLORS,CONTAINS LESS THAN 2 OF RED 40,CONTAINS LESS THAN 2 OF BLUE 1,CONTAINS LESS THAN 2 OF YELLOW 6,CONTAINS LESS THAN 2 OF YELLOW 5",,Air Heads Stripes Mini Bars
Campbells,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Water,Snack Foods,Crackers,Grocery","Chicken Stock, Enriched Egg Noodles (Wheat Flour, Egg Whites, Eggs, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Chicken Meat, Carrots, Modified Food Starch, Contains Less than 2 of Salt, Chicken Fat, Celery, Monosodium Glutamate, Water, Yeast Extract, Onions (Dehydrated), Vegetable Oil, Modified Food Starch, Beta Carotene for Color, Spice, Sodium Phosphate, Soy Protein Isolate, Garlic (Dehydrated), Flavoring, Chicken (Dehydrated).,Chicken Stock,Enriched Egg Noodles (Wheat Flour, Egg Whites, Eggs, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid),Chicken Meat,Carrots,Modified Food Starch,Contains Less than 2 of Salt,Chicken Fat,Celery,Monosodium Glutamate,Water,Yeast Extract,Onions (Dehydrated),Vegetable Oil,Beta Carotene for Color,Spice,Sodium Phosphate,Soy Protein Isolate,Garlic (Dehydrated),Flavoring,Chicken (Dehydrated),.",,Campbells Chicken Noodle Soup
Planters,"Grocery & Gourmet Food,Beverages,Bottled Beverages, Water & Drink Mixes,Water,Sparkling Water,Food,Food & Beverage","CORN,CORN OIL,CONTAINS 2 OR LESS OF SALT,CONTAINS 2 OR LESS OF MALTODEXTRIN,CONTAINS 2 OR LESS OF SPICE (CONTAINS MUSTARD),CONTAINS 2 OR LESS OF ONION POWDER,CONTAINS 2 OR LESS OF TOMATO POWDER,CONTAINS 2 OR LESS OF GARLIC POWDER,CONTAINS 2 OR LESS OF CITRIC ACID,CONTAINS 2 OR LESS OF DRIED CHILI PEPPERS,CONTAINS 2 OR LESS OF PAPRIKA (VEGETABLE COLOR),CONTAINS 2 OR LESS OF NATURAL FLAVOR,CONTAINS 2 OR LESS OF YEAST EXTRACT,CORN,CORN OIL,CONTAINS 2 OR LESS OF SALT,CONTAINS 2 OR LESS OF MALTODEXTRIN,CONTAINS 2 OR LESS OF SPICE (CONTAINS MUSTARD),CONTAINS 2 OR LESS OF ONION POWDER,CONTAINS 2 OR LESS OF TOMATO POWDER,CONTAINS 2 OR LESS OF GARLIC POWDER,CONTAINS 2 OR LESS OF CITRIC ACID,CONTAINS 2 OR LESS OF DRIED CHILI PEPPERS,CONTAINS 2 OR LESS OF PAPRIKA (VEGETABLE COLOR),CONTAINS 2 OR LESS OF NATURAL FLAVOR,CONTAINS 2 OR LESS OF YEAST EXTRACT",,Planters Corn Nuts Chile Picante con Limon Crunchy Corn Kernels
